accommodates,bathrooms,bedrooms,beds,cleaning_fee,host_response_rate,room_type_Entire home/apt,room_type_Private room,instant_bookable_t,"""Air conditioning""","""Coffee maker""","""Cooking basics""","""Family/kid friendly""","""Free parking on premises""","""Hot water""","""Private entrance""","""Self Check-In""","""Wireless Internet""",Kitchen,longitude,latitude,"""Hair dryer""","""Laptop friendly workspace""",log_price,Iron,Shampoo,Hangers,Dryer,Washer,"""First aid kit""",Essentials,"""Smoke detector""",TV,review_scores_rating
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,-118.4309043159636,34.17536014179967,0,0,4.007333185232471,0,1,0,0,0,1,1,1,0,100.0
6,1.0,3.0,3.0,1,100,1,0,0,1,1,1,1,1,1,0,0,1,1,-73.74546375359064,40.69205727585964,1,1,5.003946305945459,1,1,1,0,0,1,1,1,1,100.0
2,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-118.3642035832992,34.100686487326065,0,1,4.553876891600541,0,0,0,1,1,0,1,1,1,100.0
4,1.0,2.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.85154203859203,40.73014487002588,0,1,5.003946305945459,1,1,1,1,1,0,1,1,1,100.0
3,1.0,1.0,2.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.24292308604038,34.05158404571294,0,0,5.1929568508902095,0,1,0,1,1,0,0,1,1,95.0
3,1.0,1.0,2.0,1,68,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.98082764267082,40.75035450501796,1,1,4.653960350157523,1,1,1,1,1,0,1,0,1,88.0
2,1.0,1.0,1.0,1,67,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.94866662985584,40.66122088824417,1,1,4.31748811353631,1,1,1,0,0,1,1,1,1,100.0
4,1.0,2.0,3.0,1,100,1,0,0,0,0,0,1,1,0,0,1,1,1,-118.47203289563706,33.99750601746201,1,1,5.220355825078324,1,1,1,1,1,1,1,1,1,96.0
1,0.0,1.0,1.0,1,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-118.364778260127,34.086337778005465,1,1,4.48863636973214,0,0,1,1,1,0,0,0,0,99.0
2,1.0,1.0,1.0,1,90,0,1,1,1,0,0,0,1,0,0,0,1,1,-73.9135134806542,40.65921860626234,0,0,4.382026634673881,1,1,0,0,0,1,1,1,1,96.0
2,1.0,1.0,1.0,1,100,0,1,1,0,0,0,0,1,0,0,1,1,1,-122.4631287944048,37.773727768421885,1,1,4.8283137373023015,1,1,1,1,1,1,1,1,1,96.0
1,1.0,1.0,1.0,1,86,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.94520044109917,40.71518313379048,1,1,3.912023005428147,1,1,1,0,0,1,1,1,1,84.0
2,0.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-73.98609196718057,40.73131103475344,0,0,4.74493212836325,0,0,0,0,1,0,0,0,0,100.0
2,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,0,0,0,1,1,1,-71.05314779730331,42.330628327436926,1,1,4.68213122712422,1,1,1,1,1,0,1,1,1,96.0
8,1.0,1.0,7.0,1,100,0,1,1,0,0,0,1,1,0,0,0,1,1,-118.27520440447366,34.05542344272837,0,0,4.31748811353631,0,1,0,1,1,0,1,1,0,92.0
4,1.5,2.0,2.0,1,100,1,0,0,0,0,0,0,1,0,0,0,1,1,-118.35677570403048,34.10259785533896,1,1,4.997212273764115,1,1,1,0,0,0,1,1,1,95.0
2,1.0,1.0,1.0,0,100,1,0,1,1,0,0,0,0,0,0,0,1,1,-118.44959622477272,33.97570796819605,0,0,5.783825182329737,0,0,0,1,1,0,0,1,1,80.0
2,1.0,1.0,1.0,1,100,0,1,1,1,1,1,0,0,1,0,0,1,1,-73.90856544748928,40.679889519431406,1,0,4.007333185232471,1,0,1,0,0,0,0,1,1,88.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-87.67941890653034,41.851047488672826,1,1,4.158883083359672,1,1,1,1,1,0,1,1,0,96.0
6,2.0,3.0,3.0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,-122.4486086808822,37.73079826781153,1,1,6.620073206530356,0,1,1,1,1,0,1,0,1,97.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.96072627800018,40.71729548051368,1,1,4.7791234931115305,1,1,1,1,1,0,1,1,1,100.0
5,1.0,0.0,2.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.9412041664812,40.8128620128336,0,0,4.74493212836325,0,0,0,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,1,1,1,-73.99787332138376,40.734114958136,1,1,4.68213122712422,1,1,1,0,0,1,1,1,0,94.0
2,1.0,1.0,1.0,1,71,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.99976209757943,40.73961191130998,1,1,4.948759890378168,1,0,1,0,0,0,1,1,1,80.0
2,1.0,3.0,1.0,1,92,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.94333890275281,40.835353888216574,1,1,3.688879454113936,1,0,1,1,1,1,1,1,1,100.0
4,1.0,2.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.4519074165356,34.00181462821806,1,1,5.857933154483459,1,1,1,1,1,1,1,1,1,93.0
6,1.0,2.0,4.0,1,100,1,0,0,1,1,1,0,0,1,0,0,1,1,-71.05291817119243,42.336007264672034,1,1,4.8283137373023015,1,1,1,0,0,1,1,1,1,100.0
3,1.0,1.0,1.0,1,82,1,0,0,1,0,0,0,1,0,0,0,1,1,-118.28364439769476,34.113148331638634,0,1,4.4998096703302615,1,1,1,1,1,0,1,1,1,100.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.37602933967572,34.16380400191921,1,1,4.691347882229144,0,1,1,1,1,0,1,1,1,100.0
6,2.0,2.0,2.0,1,100,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.31331463281752,34.100843664981724,1,1,4.7791234931115305,1,1,1,1,1,1,1,1,1,89.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.30418876781198,34.10478507170547,0,0,4.4998096703302615,0,1,0,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-77.02530768869373,38.914204383557646,1,1,4.7791234931115305,0,1,1,1,1,1,1,1,0,100.0
2,1.0,1.0,1.0,1,80,0,1,0,0,0,0,1,0,0,0,0,1,1,-73.95560803453634,40.65262787749936,0,0,3.80666248977032,0,1,0,0,0,0,1,1,0,87.0
2,2.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-118.2512598173086,34.045035079328144,0,0,5.1647859739235145,0,0,0,0,0,0,0,1,0,100.0
2,1.0,2.0,2.0,1,86,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.97752825543138,40.68086393756811,0,1,4.700480365792417,1,1,0,0,0,0,1,1,0,100.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-118.02110274563586,34.14714093762547,0,0,3.80666248977032,0,0,0,1,1,1,1,1,1,80.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-74.00242068208148,40.73321322998492,0,1,5.857933154483459,1,1,1,0,0,0,1,1,1,100.0
6,1.0,1.0,6.0,1,89,1,0,1,0,0,0,1,0,0,0,0,1,1,-73.92263995786941,40.70827289776521,0,0,4.574710978503383,0,1,0,1,1,1,1,1,1,96.0
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.94019456580935,40.75120430009384,0,1,4.0943445622221,0,0,1,1,1,0,1,1,1,80.0
1,1.0,1.0,1.0,0,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-122.42350975284111,37.74345962313544,0,1,5.010635294096256,1,1,1,1,1,1,1,1,1,100.0
4,1.0,1.0,2.0,1,100,0,1,1,0,1,1,1,1,0,0,1,1,1,-122.40757671341672,37.7219829035956,1,1,4.859812404361672,1,1,1,1,1,1,1,1,1,93.0
7,2.0,2.0,3.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-118.3045587889348,34.18104334180944,0,1,5.087596335232384,1,1,1,1,1,0,1,1,1,84.0
4,1.0,1.0,2.0,1,100,0,1,1,0,0,0,0,0,0,0,0,1,1,-118.38652291618816,33.98029790327221,0,0,3.871201010907892,0,1,0,1,1,0,1,1,1,92.0
4,2.5,2.0,2.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-118.26701595663717,34.1076262800478,1,0,5.5606816310155285,0,1,1,1,1,0,1,1,1,100.0
1,1.0,1.0,1.0,1,90,0,1,0,0,0,0,0,0,0,0,0,1,0,-73.94216840620186,40.69033068779007,0,1,3.80666248977032,0,0,0,0,0,0,1,1,0,95.0
3,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,1,0,0,0,1,1,-76.93555536588055,38.89403438667299,1,1,4.0943445622221,1,1,1,0,0,1,1,1,0,80.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-87.69941590662123,41.921360308987616,1,0,4.700480365792417,1,0,1,0,0,0,0,1,1,97.0
1,1.0,0.0,1.0,1,100,1,0,0,0,0,0,0,0,0,0,0,1,1,-73.97707905070756,40.669025811351865,1,1,4.248495242049359,1,0,1,1,1,0,1,1,0,100.0
4,1.0,1.0,3.0,1,100,0,1,0,1,0,0,1,1,0,0,0,1,0,-118.28071461542604,34.114519367871964,1,1,4.605170185988092,1,1,1,1,1,0,1,1,1,100.0
2,1.0,0.0,1.0,1,100,1,0,0,0,0,0,0,0,0,1,0,1,1,-73.96305430434529,40.80358102004292,1,1,4.804021044733257,0,0,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-74.00660749208427,40.71923229380578,1,1,4.927253685157205,1,0,1,0,0,1,1,1,1,89.0
2,1.0,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.92767905315787,40.86464458342038,0,0,4.174387269895637,0,1,0,1,1,0,1,0,0,80.0
2,1.0,1.0,1.0,1,80,0,1,1,1,0,0,0,0,0,0,0,1,1,-118.4102220001654,34.15032310986388,1,1,4.007333185232471,1,1,1,1,1,1,1,1,1,99.0
2,1.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.44230200743851,37.77539369896728,0,0,4.8283137373023015,0,0,0,1,1,1,0,1,1,80.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93853318152895,40.82611579854033,1,0,3.688879454113936,1,1,1,0,0,1,1,1,0,94.0
9,3.0,4.0,4.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-118.26710458839445,34.07615877480637,1,1,6.171700597410915,1,1,1,1,1,1,1,1,1,96.0
6,2.0,3.0,2.0,1,86,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.3598091017302,34.06179104696712,0,0,6.551080335043403,0,1,0,1,1,1,1,1,1,99.0
2,1.0,1.0,2.0,0,90,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93681076499041,40.8219996087941,0,0,4.007333185232471,0,0,0,1,1,0,0,0,1,96.0
9,2.0,2.0,5.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-87.65811887550836,41.93349614462085,1,1,5.293304824724492,1,1,1,1,1,0,1,1,1,96.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-73.93300821014746,40.68455995095711,0,0,4.0943445622221,1,0,1,0,0,0,0,1,0,85.0
3,1.0,1.0,1.0,1,90,1,0,0,0,0,0,0,0,0,0,0,1,1,-122.4093681229838,37.757385742659366,0,0,4.976733742420574,0,0,0,0,0,0,0,0,1,94.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,-76.98006958923972,38.89331278560311,0,0,3.912023005428147,0,0,0,0,0,0,1,1,0,100.0
2,1.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-74.00544768926349,40.6347372741942,1,0,4.174387269895637,1,0,1,0,0,1,1,1,0,94.0
2,1.0,1.0,1.0,0,50,0,1,1,0,0,0,1,0,0,0,0,0,0,-117.8880915630626,33.96985507649988,0,0,4.060443010546419,0,0,0,0,0,0,0,0,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.94275459411402,40.78866897018754,0,0,4.90527477843843,0,0,1,1,1,0,1,1,1,88.0
2,1.0,1.0,2.0,0,100,1,0,1,1,0,0,0,0,0,0,0,1,1,-73.96480255574978,40.80006178372601,0,0,4.653960350157523,0,1,1,0,0,0,1,1,0,89.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.9529396335647,40.73585778328199,0,1,4.48863636973214,1,0,1,0,0,0,1,1,0,93.0
8,2.0,3.0,3.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.20176025873282,34.1240862627584,1,1,5.634789603169249,1,0,0,1,1,1,1,1,1,90.0
4,2.0,2.0,2.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-122.4373783771512,37.75135040616152,1,0,5.783825182329737,1,0,0,0,0,0,0,0,0,100.0
4,1.0,1.0,2.0,0,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-73.91661217109214,40.68978906562818,0,0,4.31748811353631,0,1,0,0,0,0,1,1,1,89.0
10,2.0,3.0,4.0,1,100,1,0,0,1,0,0,1,1,0,1,0,1,1,-118.36353393334817,34.143100780410144,1,1,5.937536205082426,1,0,1,1,1,1,1,1,1,96.0
6,1.0,2.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.96631357194381,40.67939224880568,0,1,4.0943445622221,0,0,0,0,0,0,1,0,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.93318174220413,40.68112064452081,1,1,4.382026634673881,1,1,0,0,0,0,1,1,1,99.0
3,1.0,1.0,1.0,0,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-77.08123697246326,38.92205994811969,0,0,4.867534450455582,1,0,1,0,0,0,1,1,1,93.0
3,1.0,2.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.13155697885765,34.133740200081924,1,1,5.068904202220232,1,1,1,1,1,1,1,1,1,98.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.93368120375966,40.69896891443194,1,1,4.127134385045092,1,0,1,0,0,0,1,0,0,96.0
7,1.0,2.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.22443175985022,34.18916141583256,1,1,5.298317366548036,0,1,1,0,0,1,1,1,1,100.0
2,1.0,1.0,1.0,1,100,0,1,1,1,1,1,1,0,1,0,0,0,1,-73.93686826171701,40.83807279658066,1,1,4.465908118654584,1,1,1,0,0,1,1,1,0,94.0
4,1.5,1.0,4.0,1,100,0,0,0,1,0,0,0,0,0,0,0,1,1,-73.9664592754373,40.58552007135368,1,1,3.4657359027997265,1,0,0,0,0,0,1,1,0,100.0
2,1.0,1.0,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,-71.07158810053095,42.357197780957705,1,1,4.962844630259907,0,0,1,0,0,0,1,1,1,80.0
6,1.5,1.0,3.0,0,93,1,0,0,0,0,0,1,1,1,0,0,1,1,-122.40871244148434,37.7742359494095,1,0,5.598421958998375,1,0,1,1,1,0,1,0,1,100.0
3,1.0,1.0,1.0,0,100,0,1,1,1,0,0,1,1,0,0,0,1,1,-118.09440404638568,34.145254767367504,1,1,4.382026634673881,1,1,1,1,1,1,1,1,1,98.0
3,1.0,1.0,2.0,1,100,0,1,1,1,0,0,0,1,1,1,0,1,1,-73.81229988556599,40.75785909013738,1,1,3.871201010907892,1,1,1,0,0,1,1,1,0,100.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-74.00759597271158,40.63991890875052,0,0,3.49650756146648,0,0,0,0,0,0,1,0,0,80.0
4,2.0,2.0,4.0,1,99,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.43769602803872,33.9793662806098,1,1,5.6167710976665735,1,1,1,1,1,1,1,1,1,90.0
3,1.0,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-73.98851767075897,40.72860183173593,0,0,4.700480365792417,0,0,0,0,0,0,0,0,0,70.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.983450108475,40.76703608874565,1,1,4.934473933130692,1,1,1,1,1,0,1,1,1,99.0
4,1.0,2.0,2.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-118.2586460766859,34.08721618914821,0,1,4.8283137373023015,1,1,1,1,1,0,1,1,1,90.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.97203969074694,40.78763432548647,1,0,4.605170185988092,0,1,1,0,0,0,1,0,1,86.0
2,1.0,0.0,1.0,0,100,0,1,0,1,0,0,1,0,0,1,1,1,0,-118.31541324329903,34.077038875764195,1,0,4.48863636973214,1,1,1,0,0,1,1,1,0,90.0
2,2.0,1.0,1.0,0,100,1,0,1,1,0,0,1,0,0,1,0,1,1,-73.99677988216276,40.72390035209946,1,1,6.745236349484363,1,1,1,1,1,1,1,1,1,100.0
1,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,1,0,1,0,1,1,-71.11280256526948,42.33212184169128,0,1,4.007333185232471,1,0,1,1,1,0,0,1,0,100.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-73.94961774852437,40.69370451751421,0,0,3.555348061489413,0,0,1,0,0,0,1,1,1,98.0
7,2.5,3.0,4.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.45797160851956,33.96717995756017,1,1,6.214608098422191,1,0,1,1,1,1,1,1,1,98.0
4,2.0,3.0,3.0,1,100,1,0,0,1,1,1,1,0,0,0,0,1,1,-73.97873576119251,40.78149525131929,1,1,6.527957917622548,1,1,1,1,1,0,1,1,1,100.0
4,1.0,2.0,3.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.93279276207103,40.6820710269589,1,1,5.010635294096256,1,1,1,0,0,1,1,1,1,94.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-77.02463252871911,38.96799891613632,0,0,4.248495242049359,1,0,1,1,1,0,0,1,1,93.0
2,1.0,1.0,1.0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,-118.42351801147038,34.180116224011684,1,0,4.605170185988092,1,1,1,0,0,1,1,1,1,96.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.2499699075757,34.13849471421065,1,0,4.605170185988092,1,1,1,1,1,0,1,1,1,60.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.99061302970331,40.72647439373227,1,1,5.541263545158426,1,1,1,0,0,0,1,1,1,100.0
4,1.0,2.0,2.0,1,100,0,1,0,0,1,1,0,1,1,0,0,1,1,-71.14533107240824,42.27700841791601,1,1,4.605170185988092,0,1,1,1,1,1,1,1,0,99.0
2,1.0,1.0,1.0,0,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-87.62304293418734,41.89008975152687,1,1,5.081404364984463,1,1,1,1,1,0,1,1,1,100.0
2,1.0,0.0,1.0,1,100,1,0,0,0,0,0,0,0,0,0,0,1,0,-122.42070039126592,37.74367784798369,0,1,4.4998096703302615,0,0,1,0,0,0,1,1,0,88.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.95869792702902,40.71626842420742,1,1,4.605170185988092,1,1,0,1,1,0,1,1,1,95.0
1,1.0,1.0,1.0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.85330188921466,40.80892413014618,0,0,2.9444389791664403,0,0,0,0,0,0,1,0,0,100.0
1,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.97679885047052,40.77838400594101,1,0,4.394449154672439,1,1,0,0,0,0,1,0,1,70.0
5,1.0,2.0,3.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.96609839122863,40.71400518253546,1,1,5.575949103146316,1,1,1,1,1,0,1,1,1,97.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.9853647087034,40.76588522391817,0,0,4.897839799950911,0,0,0,0,0,0,0,0,1,91.0
6,2.0,2.0,3.0,1,100,1,0,0,1,0,0,1,1,0,1,1,1,1,-118.32063590546026,34.09893134799168,1,1,5.48063892334199,1,1,1,1,1,1,1,1,1,100.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.34378739719044,34.05218150610843,0,0,4.219507705176107,0,0,0,0,0,0,1,0,1,100.0
5,1.0,1.0,3.0,0,100,0,1,1,1,0,0,1,0,0,0,0,1,1,-87.74539573772539,41.920778392850686,1,1,3.6635616461296463,1,1,1,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,1,100,1,0,1,1,0,0,0,0,0,0,1,1,0,-118.42217724232324,34.16582959293647,1,1,4.31748811353631,1,1,1,1,1,1,1,1,1,97.0
2,1.0,1.0,1.0,1,100,0,1,0,1,1,1,0,0,0,0,1,1,1,-73.96140215844555,40.67651774525064,1,1,4.31748811353631,1,0,1,0,0,0,0,1,1,95.0
2,1.0,0.0,2.0,0,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.98788130416389,40.68597022511484,1,0,4.356708826689592,0,1,1,0,0,0,1,0,1,94.0
3,1.0,1.0,1.0,1,100,1,0,0,0,0,0,1,0,0,1,0,1,1,-122.42474053146722,37.76028244484701,1,1,5.1647859739235145,1,1,1,0,0,0,1,1,1,100.0
4,1.0,0.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.25090797635325,34.04770659309944,0,0,4.976733742420574,0,1,0,1,1,1,1,1,1,98.0
5,1.0,3.0,3.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-74.00298000858199,40.65738886162481,1,0,5.010635294096256,1,0,1,0,0,0,1,1,1,95.0
3,1.0,1.0,1.0,1,50,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.92103049937965,40.70445885031725,1,1,4.941642422609304,0,0,0,1,1,0,0,1,1,100.0
6,1.0,2.0,4.0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.98451435106409,40.73618433659615,1,1,5.5174528964647065,1,1,1,1,1,1,1,1,1,93.0
3,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.91866008468763,40.74155659364518,1,1,4.700480365792417,1,1,1,0,0,1,1,1,1,97.0
3,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.92985321004002,40.85893232174303,0,0,4.605170185988092,0,1,0,0,0,0,1,1,0,100.0
